[2024-11-26T06:24:00.564+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-26T06:24:00.590+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-26T06:23:58.227933+00:00 [queued]>
[2024-11-26T06:24:00.603+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-26T06:23:58.227933+00:00 [queued]>
[2024-11-26T06:24:00.604+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-26T06:26:31.365+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0022_8620
[2024-11-26T06:26:31.716+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0010_8620
[2024-11-26T06:26:32.120+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0010_8620
[2024-11-26T06:26:32.527+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0017_8620
[2024-11-26T06:26:32.902+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0016_8620
[2024-11-26T06:26:33.258+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0014_8620
[2024-11-26T06:26:33.649+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0010_8620
[2024-11-26T06:26:33.994+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0013_8620
[2024-11-26T06:26:34.393+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0010_8620
[2024-11-26T06:26:34.747+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0018_8620
[2024-11-26T06:26:35.104+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0013_8620
[2024-11-26T06:26:35.775+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-12-MC-72-0015_8620
[2024-11-26T06:26:36.159+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0020_8620
[2024-11-26T06:26:36.517+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0019_8620
[2024-11-26T06:26:36.928+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0010_8620
[2024-11-26T06:26:37.273+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0020_8620
[2024-11-26T06:26:37.753+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0024_8620
[2024-11-26T06:26:38.136+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0024_8620
[2024-11-26T06:26:38.519+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0016_8620
[2024-11-26T06:26:38.868+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0013_8620
[2024-11-26T06:26:39.216+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0018_8620
[2024-11-26T06:26:39.614+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-12-MC-72-0021_8620
[2024-11-26T06:26:39.980+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0006_8620
[2024-11-26T06:26:40.330+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0026_8620
[2024-11-26T06:26:40.689+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0016_8620
[2024-11-26T06:26:41.050+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0019_8620
[2024-11-26T06:26:41.400+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0018_8620
[2024-11-26T06:26:41.747+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0013_8620
[2024-11-26T06:26:42.096+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0018_8620
[2024-11-26T06:26:42.447+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0024_8620
[2024-11-26T06:26:42.809+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-12-MC-72-0018_8620
[2024-11-26T06:26:43.193+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0018_8620
[2024-11-26T06:26:43.579+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0022_8620
[2024-11-26T06:26:43.941+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0018_8620
[2024-11-26T06:26:44.313+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0024_8620
[2024-11-26T06:26:44.652+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0024_8620
[2024-11-26T06:26:45.053+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0020_8620
[2024-11-26T06:26:45.397+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0019_8620
[2024-11-26T06:26:45.728+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0020_8620
[2024-11-26T06:26:46.088+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0022_8620
[2024-11-26T06:26:46.467+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0016_8620
[2024-11-26T06:26:46.812+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0024_8620
[2024-11-26T06:26:47.178+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0016_8620
[2024-11-26T06:26:48.605+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0022_8620
[2024-11-26T06:26:48.943+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0016_8620
[2024-11-26T06:26:49.332+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0020_8620
[2024-11-26T06:26:49.712+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0020_8620
[2024-11-26T06:26:50.151+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0024_8620
[2024-11-26T06:26:50.513+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0019_8620
[2024-11-26T06:26:50.851+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0018_8620
[2024-11-26T06:26:51.179+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0018_8620
[2024-11-26T06:26:51.533+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0016_8620
[2024-11-26T06:26:51.969+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0020_8620
[2024-11-26T06:26:52.312+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0023_8620
[2024-11-26T06:26:52.658+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0019_8620
[2024-11-26T06:26:52.999+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0019_8620
[2024-11-26T06:26:54.382+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0018_8620
[2024-11-26T06:26:54.719+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0019_8620
[2024-11-26T06:26:55.123+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0024_8620
[2024-11-26T06:26:55.476+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0023_8620
[2024-11-26T06:26:55.876+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0014_8620
[2024-11-26T06:26:56.284+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0027_8620
[2024-11-26T06:26:56.596+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0019_8620
[2024-11-26T06:26:56.957+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0024_8620
[2024-11-26T06:26:57.331+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0024_8620
[2024-11-26T06:26:57.731+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0026_8620
[2024-11-26T06:26:58.134+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0019_8620
[2024-11-26T06:26:58.463+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0019_8620
[2024-11-26T06:26:58.803+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0018_8620
[2024-11-26T06:26:59.135+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0016_8620
[2024-11-26T06:26:59.494+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0016_8620
[2024-11-26T06:26:59.860+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0024_8620
[2024-11-26T06:27:00.207+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0016_8620
[2024-11-26T06:27:00.543+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0023_8620
[2024-11-26T06:27:00.892+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0018_8620
[2024-11-26T06:27:01.224+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0019_8620
[2024-11-26T06:27:01.603+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0020_8620
[2024-11-26T06:27:01.968+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0023_8620
[2024-11-26T06:27:02.314+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0026_8620
[2024-11-26T06:27:02.659+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0023_8620
[2024-11-26T06:27:03.050+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0023_8620
[2024-11-26T06:27:03.502+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-12-MC-72-0025_8620
[2024-11-26T06:27:03.898+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0026_8620
[2024-11-26T06:27:04.269+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0026_8620
[2024-11-26T06:27:04.694+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0015_8620
[2024-11-26T06:27:05.072+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0026_8620
[2024-11-26T06:27:05.428+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-12-MC-72-0012_8620
[2024-11-26T06:27:05.846+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0026_8620
[2024-11-26T06:27:06.225+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0015_8620
[2024-11-26T06:27:06.570+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0015_8620
[2024-11-26T06:27:06.951+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0015_8620
[2024-11-26T06:27:07.316+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0019_8620
[2024-11-26T06:27:07.683+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0023_8620
[2024-11-26T06:27:08.056+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0018_8620
[2024-11-26T06:27:08.409+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0015_8620
[2024-11-26T06:27:08.874+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0015_8620
[2024-11-26T06:27:09.237+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0026_8620
[2024-11-26T06:27:09.582+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0023_8620
[2024-11-26T06:27:09.947+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0015_8620
[2024-11-26T06:27:10.339+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0023_8620
[2024-11-26T06:27:10.716+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0026_8620
[2024-11-26T06:27:11.080+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0026_8620
[2024-11-26T06:27:11.451+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0023_8620
[2024-11-26T06:27:11.829+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0027_8620
[2024-11-26T06:27:12.221+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-13-MC-72-0012_8620
[2024-11-26T06:27:12.603+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0026_8620
[2024-11-26T06:27:12.977+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0015_8620
[2024-11-26T06:27:13.317+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0021_8620
[2024-11-26T06:27:13.661+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0023_8620
[2024-11-26T06:27:14.026+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0015_8620
[2024-11-26T06:27:14.382+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0026_8620
[2024-11-26T06:27:14.715+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0015_8620
[2024-11-26T06:27:15.043+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0021_8620
[2024-11-26T06:27:15.417+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0027_8620
[2024-11-26T06:27:15.846+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0015_8620
[2024-11-26T06:27:16.164+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0027_8620
[2024-11-26T06:27:16.496+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0021_8620
[2024-11-26T06:27:16.867+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0021_8620
[2024-11-26T06:27:17.541+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0027_8620
[2024-11-26T06:27:17.904+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0012_8620
[2024-11-26T06:27:18.265+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0021_8620
[2024-11-26T06:27:18.635+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0021_8620
[2024-11-26T06:27:19.024+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0021_8620
[2024-11-26T06:27:19.406+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0021_8620
[2024-11-26T06:27:19.776+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-14-MC-72-0025_8620
[2024-11-26T06:27:20.358+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0027_8620
[2024-11-26T06:27:20.710+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0021_8620
[2024-11-26T06:27:21.090+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0027_8620
[2024-11-26T06:27:21.459+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0012_8620
[2024-11-26T06:27:21.817+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0025_8620
[2024-11-26T06:27:22.321+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0025_8620
[2024-11-26T06:27:22.638+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0021_8620
[2024-11-26T06:27:23.362+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0025_8620
[2024-11-26T06:27:23.727+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0027_8620
[2024-11-26T06:27:24.068+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0027_8620
[2024-11-26T06:27:24.460+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0025_8620
[2024-11-26T06:27:24.802+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0021_8620
[2024-11-26T06:27:25.130+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0021_8620
[2024-11-26T06:27:25.618+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0025_8620
[2024-11-26T06:27:25.970+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-18-MC-72-0012_8620
[2024-11-26T06:27:26.342+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0025_8620
[2024-11-26T06:27:26.721+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0025_8620
[2024-11-26T06:27:27.098+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MC-72-0012_8620
[2024-11-26T06:27:27.531+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-21-MC-72-0012_8620
[2024-11-26T06:27:27.868+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-19-MC-72-0012_8620
[2024-11-26T06:27:28.283+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0027_8620
[2024-11-26T06:27:28.635+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-20-MW-72-0027_8620
[2024-11-26T06:27:29.095+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0025_8620
[2024-11-26T06:27:29.448+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-15-MC-72-0012_8620
[2024-11-26T06:27:29.897+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0025_8620
[2024-11-26T06:27:30.697+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0012_8620
[2024-11-26T06:27:31.097+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-23-MC-72-0012_8620
[2024-11-26T06:27:31.464+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-17-MC-72-0025_8620
[2024-11-26T06:27:31.856+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0025_8620
[2024-11-26T06:27:32.203+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-22-MC-72-0012_8620
[2024-11-26T06:27:32.567+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-24-MC-72-0012_8620
[2024-11-26T06:27:32.901+0000] {usa_spending_extraction_script.py:320} INFO - Fetching transactions for award_id: ASST_NON_B-16-MC-72-0012_8620
[2024-11-26T06:27:33.274+0000] {usa_spending_extraction_script.py:370} INFO - Transactions data fetched successfully.
[2024-11-26T06:27:33.827+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/transactions_11_26_2024.csv
[2024-11-26T06:27:33.831+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-11-26T06:27:33.847+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-11-26T06:27:33.848+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=ETL_usa_spending, task_id=extract_usa_spending_data_task, run_id=manual__2024-11-26T06:23:58.227933+00:00, execution_date=20241126T062358, start_date=20241126T062400, end_date=20241126T062733
[2024-11-26T06:27:33.917+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-11-26T06:27:33.952+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-11-26T06:27:33.958+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
